Season,market,Team_Name,wins,losses,ties
1959,"University of Maryland, College Park",Terrapins,15,8,0
1958,"University of Maryland, College Park",Terrapins,10,13,0
1957,"University of Maryland, College Park",Terrapins,22,7,0
1956,"University of Maryland, College Park",Terrapins,16,10,0
1955,"University of Maryland, College Park",Terrapins,14,10,0
1954,"University of Maryland, College Park",Terrapins,17,7,0
1953,"University of Maryland, College Park",Terrapins,23,7,0
1952,"University of Maryland, College Park",Terrapins,15,8,0
1951,"University of Maryland, College Park",Terrapins,13,9,0
1950,"University of Maryland, College Park",Terrapins,15,10,0
1949,"University of Maryland, College Park",Terrapins,7,18,0
1948,"University of Maryland, College Park",Terrapins,9,17,0
1947,"University of Maryland, College Park",Terrapins,11,14,0
1946,"University of Maryland, College Park",Terrapins,14,10,0
1945,"University of Maryland, College Park",Terrapins,9,12,0
1944,"University of Maryland, College Park",Terrapins,2,14,0
1943,"University of Maryland, College Park",Terrapins,4,14,0
1942,"University of Maryland, College Park",Terrapins,8,8,0
1941,"University of Maryland, College Park",Terrapins,7,15,0
1940,"University of Maryland, College Park",Terrapins,1,21,0
1939,"University of Maryland, College Park",Terrapins,14,9,0
1938,"University of Maryland, College Park",Terrapins,15,9,0
1937,"University of Maryland, College Park",Terrapins,15,9,0
1936,"University of Maryland, College Park",Terrapins,8,12,0
1935,"University of Maryland, College Park",Terrapins,14,6,0
1934,"University of Maryland, College Park",Terrapins,8,10,0
1933,"University of Maryland, College Park",Terrapins,11,8,0
1932,"University of Maryland, College Park",Terrapins,11,9,0
1931,"University of Maryland, College Park",Terrapins,16,4,0
1930,"University of Maryland, College Park",Terrapins,18,4,0
1929,"University of Maryland, College Park",Terrapins,16,6,0
1928,"University of Maryland, College Park",Terrapins,7,9,0
1927,"University of Maryland, College Park",Terrapins,14,4,0
1926,"University of Maryland, College Park",Terrapins,10,10,0
1925,"University of Maryland, College Park",Terrapins,14,3,0
1924,"University of Maryland, College Park",Terrapins,12,5,0
1923,"University of Maryland, College Park",Terrapins,5,7,0
1918,"University of Maryland, College Park",Terrapins,1,5,0
1913,"University of Maryland, College Park",Terrapins,0,16,0
1910,"University of Maryland, College Park",Terrapins,3,9,0
1904,"University of Maryland, College Park",Terrapins,0,2,0
2016,"University of Maryland, Eastern Shore",Hawks,14,20,0
2015,"University of Maryland, Eastern Shore",Hawks,10,22,0
2014,"University of Maryland, Eastern Shore",Hawks,18,15,0
2013,"University of Maryland, Eastern Shore",Hawks,6,24,0
2012,"University of Maryland, Eastern Shore",Hawks,2,26,0
2011,"University of Maryland, Eastern Shore",Hawks,7,23,0
2010,"University of Maryland, Eastern Shore",Hawks,9,22,0
2009,"University of Maryland, Eastern Shore",Hawks,11,21,0
2008,"University of Maryland, Eastern Shore",Hawks,7,23,0
2007,"University of Maryland, Eastern Shore",Hawks,4,28,0
2006,"University of Maryland, Eastern Shore",Hawks,4,27,0
2005,"University of Maryland, Eastern Shore",Hawks,7,22,0
2004,"University of Maryland, Eastern Shore",Hawks,2,26,0
2003,"University of Maryland, Eastern Shore",Hawks,8,21,0
2002,"University of Maryland, Eastern Shore",Hawks,5,23,0
2001,"University of Maryland, Eastern Shore",Hawks,11,18,0
2000,"University of Maryland, Eastern Shore",Hawks,12,16,0
1999,"University of Maryland, Eastern Shore",Hawks,12,17,0
1998,"University of Maryland, Eastern Shore",Hawks,10,17,0
1997,"University of Maryland, Eastern Shore",Hawks,9,18,0
1996,"University of Maryland, Eastern Shore",Hawks,11,17,0
1995,"University of Maryland, Eastern Shore",Hawks,11,16,0
1994,"University of Maryland, Eastern Shore",Hawks,13,14,0
1993,"University of Maryland, Eastern Shore",Hawks,16,12,0
1992,"University of Maryland, Eastern Shore",Hawks,13,14,0
1991,"University of Maryland, Eastern Shore",Hawks,3,25,0
1990,"University of Maryland, Eastern Shore",Hawks,5,23,0
1989,"University of Maryland, Eastern Shore",Hawks,10,17,0
1988,"University of Maryland, Eastern Shore",Hawks,1,26,0
1987,"University of Maryland, Eastern Shore",Hawks,7,20,0
1986,"University of Maryland, Eastern Shore",Hawks,2,24,0
1985,"University of Maryland, Eastern Shore",Hawks,5,23,0
1984,"University of Maryland, Eastern Shore",Hawks,3,25,0
1983,"University of Maryland, Eastern Shore",Hawks,7,21,0
1982,"University of Maryland, Eastern Shore",Hawks,10,19,0
1981,"University of Maryland, Eastern Shore",Hawks,6,20,0
1980,"University of Maryland, Eastern Shore",Hawks,17,15,0
1979,"University of Maryland, Eastern Shore",Hawks,16,9,0
1978,"University of Maryland, Eastern Shore",Hawks,7,16,0
1977,"University of Maryland, Eastern Shore",Hawks,7,19,0
1976,"University of Maryland, Eastern Shore",Hawks,7,19,0
1975,"University of Maryland, Eastern Shore",Hawks,2,21,0
1974,"University of Maryland, Eastern Shore",Hawks,2,24,0
1973,"University of Maryland, Eastern Shore",Hawks,27,2,0
1972,"University of Maryland, Eastern Shore",Hawks,26,5,0
1971,"University of Maryland, Eastern Shore",Hawks,20,7,0
1970,"University of Maryland, Eastern Shore",Hawks,17,10,0
1969,"University of Maryland, Eastern Shore",Hawks,29,2,0
1968,"University of Maryland, Eastern Shore",Hawks,27,5,0
1967,"University of Maryland, Eastern Shore",Hawks,16,6,0
1966,"University of Maryland, Eastern Shore",Hawks,12,10,0
2016,University of Massachusetts Lowell,River Hawks,11,20,0
2015,University of Massachusetts Lowell,River Hawks,11,18,0
2014,University of Massachusetts Lowell,River Hawks,12,17,0
2013,University of Massachusetts Lowell,River Hawks,10,18,0
2012,University of Massachusetts Lowell,River Hawks,15,13,0
2011,University of Massachusetts Lowell,River Hawks,19,11,0
2010,University of Massachusetts Lowell,River Hawks,20,10,0
2009,University of Massachusetts Lowell,River Hawks,20,13,0
2008,University of Massachusetts Lowell,River Hawks,21,9,0
2007,University of Massachusetts Lowell,River Hawks,12,17,0
2006,University of Massachusetts Lowell,River Hawks,9,18,0
2005,University of Massachusetts Lowell,River Hawks,21,10,0
2004,University of Massachusetts Lowell,River Hawks,18,10,0
2003,University of Massachusetts Lowell,River Hawks,28,6,0
2002,University of Massachusetts Lowell,River Hawks,28,5,0
2001,University of Massachusetts Lowell,River Hawks,20,9,0
2000,University of Massachusetts Lowell,River Hawks,24,7,0
1999,University of Massachusetts Lowell,River Hawks,21,10,0
1998,University of Massachusetts Lowell,River Hawks,12,16,0
1997,University of Massachusetts Lowell,River Hawks,6,21,0
1996,University of Massachusetts Lowell,River Hawks,20,10,0
1995,University of Massachusetts Lowell,River Hawks,9,17,0
1994,University of Massachusetts Lowell,River Hawks,16,11,0
1993,University of Massachusetts Lowell,River Hawks,9,19,0
1992,University of Massachusetts Lowell,River Hawks,13,15,0
1991,University of Massachusetts Lowell,River Hawks,14,15,0
1990,University of Massachusetts Lowell,River Hawks,11,17,0
1989,University of Massachusetts Lowell,River Hawks,13,15,0
1988,University of Massachusetts Lowell,River Hawks,16,13,0
1987,University of Massachusetts Lowell,River Hawks,27,7,0
1986,University of Massachusetts Lowell,River Hawks,21,8,0
1985,University of Massachusetts Lowell,River Hawks,12,17,0
1984,University of Massachusetts Lowell,River Hawks,9,19,0
1983,University of Massachusetts Lowell,River Hawks,15,12,0
1982,University of Massachusetts Lowell,River Hawks,10,18,0
1981,University of Massachusetts Lowell,River Hawks,11,16,0
1980,University of Massachusetts Lowell,River Hawks,9,17,0
1979,University of Massachusetts Lowell,River Hawks,9,16,0
1978,University of Massachusetts Lowell,River Hawks,11,15,0
1977,University of Massachusetts Lowell,River Hawks,11,13,0
1976,University of Massachusetts Lowell,River Hawks,10,14,0
1975,University of Massachusetts Lowell,River Hawks,10,14,0
1974,University of Massachusetts Lowell,River Hawks,12,12,0
1973,University of Massachusetts Lowell,River Hawks,7,14,0
1965,University of Massachusetts Lowell,River Hawks,0,0,0
1964,University of Massachusetts Lowell,River Hawks,0,0,0
1962,University of Massachusetts Lowell,River Hawks,0,0,0
2016,"University of Massachusetts, Amherst",Minutemen,15,18,0
2015,"University of Massachusetts, Amherst",Minutemen,14,18,0
2014,"University of Massachusetts, Amherst",Minutemen,17,15,0
2013,"University of Massachusetts, Amherst",Minutemen,24,9,0
2012,"University of Massachusetts, Amherst",Minutemen,21,12,0
2011,"University of Massachusetts, Amherst",Minutemen,25,12,0
2010,"University of Massachusetts, Amherst",Minutemen,15,15,0
2009,"University of Massachusetts, Amherst",Minutemen,12,20,0
2008,"University of Massachusetts, Amherst",Minutemen,12,18,0
2007,"University of Massachusetts, Amherst",Minutemen,25,11,0
2006,"University of Massachusetts, Amherst",Minutemen,24,9,0
2005,"University of Massachusetts, Amherst",Minutemen,13,15,0
2004,"University of Massachusetts, Amherst",Minutemen,16,12,0
2003,"University of Massachusetts, Amherst",Minutemen,10,19,0
2002,"University of Massachusetts, Amherst",Minutemen,11,18,0
2001,"University of Massachusetts, Amherst",Minutemen,13,16,0
2000,"University of Massachusetts, Amherst",Minutemen,15,15,0
1999,"University of Massachusetts, Amherst",Minutemen,17,16,0
1998,"University of Massachusetts, Amherst",Minutemen,14,16,0
1997,"University of Massachusetts, Amherst",Minutemen,21,11,0
1996,"University of Massachusetts, Amherst",Minutemen,19,14,0
1995,"University of Massachusetts, Amherst",Minutemen,31,1,0
1994,"University of Massachusetts, Amherst",Minutemen,29,5,0
1993,"University of Massachusetts, Amherst",Minutemen,28,7,0
1992,"University of Massachusetts, Amherst",Minutemen,24,7,0
1991,"University of Massachusetts, Amherst",Minutemen,30,5,0
1990,"University of Massachusetts, Amherst",Minutemen,20,13,0
1989,"University of Massachusetts, Amherst",Minutemen,17,14,0
1988,"University of Massachusetts, Amherst",Minutemen,10,18,0
1987,"University of Massachusetts, Amherst",Minutemen,10,17,0
1986,"University of Massachusetts, Amherst",Minutemen,11,16,0
1985,"University of Massachusetts, Amherst",Minutemen,9,19,0
1984,"University of Massachusetts, Amherst",Minutemen,13,15,0
1983,"University of Massachusetts, Amherst",Minutemen,12,17,0
1982,"University of Massachusetts, Amherst",Minutemen,9,20,0
1981,"University of Massachusetts, Amherst",Minutemen,7,20,0
1980,"University of Massachusetts, Amherst",Minutemen,3,24,0
1979,"University of Massachusetts, Amherst",Minutemen,2,24,0
1978,"University of Massachusetts, Amherst",Minutemen,5,22,0
1977,"University of Massachusetts, Amherst",Minutemen,15,12,0
1976,"University of Massachusetts, Amherst",Minutemen,20,11,0
1975,"University of Massachusetts, Amherst",Minutemen,21,6,0
1974,"University of Massachusetts, Amherst",Minutemen,18,8,0
1973,"University of Massachusetts, Amherst",Minutemen,21,5,0
1972,"University of Massachusetts, Amherst",Minutemen,20,7,0
1971,"University of Massachusetts, Amherst",Minutemen,14,12,0
1970,"University of Massachusetts, Amherst",Minutemen,23,4,0
1969,"University of Massachusetts, Amherst",Minutemen,18,7,0
1968,"University of Massachusetts, Amherst",Minutemen,17,7,0
1967,"University of Massachusetts, Amherst",Minutemen,14,11,0
1966,"University of Massachusetts, Amherst",Minutemen,11,14,0
1965,"University of Massachusetts, Amherst",Minutemen,11,13,0
1964,"University of Massachusetts, Amherst",Minutemen,13,11,0
1963,"University of Massachusetts, Amherst",Minutemen,15,9,0
1962,"University of Massachusetts, Amherst",Minutemen,12,12,0
1961,"University of Massachusetts, Amherst",Minutemen,15,9,0
2016,University of Memphis,Tigers,19,13,0
2015,University of Memphis,Tigers,19,15,0
